Product_ID;Product_Name;Category;Sale_Price_EUR;Cost_Price_EUR;Stock;Country_Origin;Brand;Color;Size;Gender
S000319;Balls;Equipment;228,57;-171,43;339;Australia;Adidas;Green;S;Male
S000320;Towel;Accessories;101,86;-80,47;492;Mexico;Under Armour;Green;S;Female
S000321;Towel;Accessories;243,98;-121,99;422;Brazil;Puma;Black;XL;Male
S000322;Belt;Accessories;210,24;-130,35;50;Spain;Reebok;Gray;L;Male
S000323;Shorts;Clothing;149,88;-119,90;412;Uruguay;Nike;Gray;M;Female
S000324;Shorts;Clothing;248,35;-176,33;343;Germany;Under Armour;Gray;S;Male
S000325;T-shirt;Clothing;31,86;-20,39;465;Germany;Under Armour;White;L;Male
S000326;Rackets;Equipment;205,01;-147,61;411;Spain;Under Armour;Red;XL;Male
S000327;Belt;Accessories;61,20;-37,33;276;Uruguay;Puma;White;S;Female
S000328;Resitance bands;Equipment;25,98;-14,55;389;Spain;Adidas;White;XL;Male
S000329;Pants;Clothing;233,76;-149,61;419;Mexico;Nike;Blue;XL;Male
S000330;Running shoes;Footwear;304,75;-170,66;240;Germany;Puma;Gray;L;Female
S000331;Bracelet;Accessories;51,02;-27,55;223;Germany;Adidas;Green;XL;Male
S000332;Foam Roller;Equipment;495,49;-336,93;349;Australia;Nike;Green;L;Female
S000333;Football shoes;Footwear;80,85;-60,64;35;EE.UU.;Reebok;Blue;S;Male
S000334;Gloves;Accessories;75,16;-42,09;190;Uruguay;Under Armour;Black;M;Female
S000335;T-shirt;Clothing;377,84;-249,37;94;EE.UU.;Under Armour;Red;L;Female
S000336;Jump Rope;Equipment;304,92;-167,71;187;Brazil;Adidas;Gray;M;Male
S000337;Leggings;Clothing;453,00;-258,21;160;EE.UU.;Nike;Blue;S;Male
S000338;Pants;Clothing;94,17;-75,34;19;Spain;Under Armour;Gray;S;Male
S000339;Sneakers;Footwear;498,37;-368,79;10;Uruguay;Under Armour;Red;M;Male
S000340;Jacket;Clothing;454,12;-336,05;355;Uruguay;Reebok;White;XL;Male
S000341;Pants;Clothing;176,41;-118,19;135;EE.UU.;Puma;Blue;L;Female
S000342;Sunglasses;Accessories;36,24;-19,21;259;Uruguay;Puma;White;M;Female
S000343;Gloves;Accessories;353,15;-218,95;20;Australia;Nike;Blue;M;Male
S000344;Football shoes;Footwear;64,53;-40,65;453;Germany;Reebok;Black;S;Female
S000345;Rackets;Equipment;497,63;-363,27;227;Australia;Nike;Gray;XL;Female
S000346;Leggings;Clothing;242,92;-138,46;39;Australia;Under Armour;Blue;S;Male
S000347;Leggings;Clothing;474,20;-341,42;89;Japan;Under Armour;Black;S;Female
S000348;Sneakers;Footwear;99,29;-51,63;331;Brazil;Reebok;White;L;Male
S000349;Sunglasses;Accessories;105,13;-72,54;392;Germany;Reebok;White;S;Female
S000350;Yoga mat;Equipment;291,40;-201,07;349;Brazil;Reebok;Black;M;Female
S000351;T-shirt;Clothing;498,88;-364,18;315;EE.UU.;Reebok;Gray;M;Female
S000352;Backpack;Accessories;375,01;-273,76;199;Australia;Under Armour;White;M;Male
S000353;Rackets;Equipment;362,46;-202,98;301;Spain;Adidas;Blue;XL;Female
S000354;Boots;Footwear;454,22;-277,07;497;EE.UU.;Reebok;Black;L;Female
S000355;Football shoes;Footwear;428,27;-325,49;183;Mexico;Puma;Green;L;Female
S000356;Sunglasses;Accessories;355,91;-266,93;16;Mexico;Reebok;Gray;S;Female
S000357;Resitance bands;Equipment;26,33;-14,22;391;Spain;Reebok;Black;XL;Male
S000358;Boots;Footwear;418,52;-226,00;220;Spain;Puma;Green;S;Male
S000359;Sunglasses;Accessories;29,93;-17,66;455;Spain;Nike;Black;XL;Female
S000360;Running shoes;Footwear;354,90;-205,84;284;Spain;Puma;Gray;L;Male
S000361;Towel;Accessories;471,86;-273,68;95;Uruguay;Under Armour;Red;M;Male
S000362;Jacket;Clothing;56,16;-39,87;114;Uruguay;Reebok;Black;XL;Female
S000363;Sneakers;Footwear;407,46;-228,18;101;Mexico;Adidas;Gray;S;Female
S000364;Sandals;Footwear;457,13;-292,56;345;Australia;Adidas;Blue;M;Male
S000365;Backpack;Accessories;357,60;-207,41;301;Spain;Reebok;Green;M;Female
S000366;Jump Rope;Equipment;61,59;-35,11;286;Brazil;Reebok;Green;M;Male
S000367;Cap;Accessories;122,33;-83,18;89;Uruguay;Puma;Red;M;Female
S000368;Sandals;Footwear;74,88;-58,41;259;Japan;Adidas;White;S;Female
S000369;Bracelet;Accessories;484,41;-295,49;493;Germany;Under Armour;White;S;Female
S000370;Running shoes;Footwear;140,91;-87,36;500;Mexico;Reebok;Red;M;Male
S000371;Pants;Clothing;282,03;-160,76;360;Brazil;Reebok;Green;XL;Male
S000372;Sneakers;Footwear;354,68;-244,73;299;EE.UU.;Under Armour;Black;XL;Male
S000373;Sandals;Footwear;386,54;-274,44;138;Spain;Nike;Blue;XL;Female
S000374;Rackets;Equipment;450,74;-279,46;290;Germany;Puma;White;S;Male
S000375;Pants;Clothing;200,07;-134,05;68;Japan;Adidas;Blue;S;Female
S000376;Sneakers;Footwear;228,96;-123,64;92;Japan;Nike;Blue;L;Male
S000377;T-shirt;Clothing;89,92;-60,25;224;Japan;Puma;Green;L;Female
S000378;Football shoes;Footwear;212,50;-144,50;20;Germany;Nike;Gray;S;Male
S000379;Balls;Equipment;493,23;-276,21;475;Spain;Adidas;Red;M;Female
S000380;Cap;Accessories;227,90;-150,41;469;Mexico;Under Armour;White;S;Female
S000381;Yoga mat;Equipment;448,39;-269,03;215;EE.UU.;Under Armour;Gray;M;Female
S000382;Towel;Accessories;28,74;-14,66;277;Japan;Reebok;White;S;Female
S000383;Running shoes;Footwear;190,24;-150,29;110;Mexico;Nike;Black;M;Male
S000384;Sandals;Footwear;252,34;-143,83;286;Mexico;Adidas;Blue;L;Female
S000385;T-shirt;Clothing;83,49;-56,77;210;Japan;Nike;Red;S;Female
S000386;Leggings;Clothing;77,86;-59,17;117;EE.UU.;Reebok;Blue;XL;Female
S000387;T-shirt;Clothing;253,12;-172,12;141;Mexico;Under Armour;Blue;XL;Female
S000388;Sneakers;Footwear;246,01;-169,75;222;Spain;Adidas;Black;XL;Female
S000389;Resitance bands;Equipment;345,31;-272,79;153;Australia;Reebok;Black;M;Male
S000390;T-shirt;Clothing;196,23;-131,47;406;Japan;Adidas;Gray;L;Female
S000391;Towel;Accessories;346,32;-235,50;282;Germany;Nike;Green;XL;Male
S000392;Pants;Clothing;301,89;-202,27;247;Mexico;Puma;Black;S;Female
S000393;Belt;Accessories;15,67;-11,13;431;EE.UU.;Reebok;Black;XL;Female
S000394;Rackets;Equipment;499,78;-394,83;227;Japan;Nike;Green;S;Male
S000395;Resitance bands;Equipment;446,14;-347,99;221;Uruguay;Adidas;Blue;M;Male
S000396;Pants;Clothing;95,57;-72,63;86;Australia;Reebok;Gray;L;Male
S000397;Sneakers;Footwear;337,02;-198,84;429;Spain;Under Armour;Gray;S;Male
S000398;Belt;Accessories;257,94;-203,77;187;EE.UU.;Under Armour;Green;S;Male
S000399;Pants;Clothing;353,30;-233,18;285;Mexico;Under Armour;Gray;XL;Male
S000400;Boots;Footwear;380,71;-236,04;360;Germany;Puma;Green;L;Male
S000401;Jacket;Clothing;347,46;-194,58;168;Uruguay;Adidas;Gray;M;Male
S000402;Running shoes;Footwear;155,90;-102,89;395;Japan;Nike;White;XL;Female
S000403;Running shoes;Footwear;453,74;-322,16;231;Australia;Under Armour;Blue;M;Male
S000404;T-shirt;Clothing;370,26;-207,35;201;Germany;Adidas;White;XL;Male
S000405;Running shoes;Footwear;495,06;-282,18;438;Brazil;Adidas;Blue;L;Male
S000406;Coat;Clothing;120,95;-94,34;175;Spain;Puma;Red;S;Female
S000407;Yoga mat;Equipment;175,08;-113,80;254;Japan;Nike;Blue;S;Male
S000408;Football shoes;Footwear;232,67;-155,89;335;Germany;Reebok;White;XL;Female
S000409;Balls;Equipment;309,40;-182,55;116;Brazil;Reebok;Gray;XL;Female
S000410;Boots;Footwear;133,69;-69,52;67;Uruguay;Nike;Red;S;Female
S000411;Foam Roller;Equipment;349,19;-268,88;19;Germany;Adidas;Black;XL;Female
S000412;Belt;Accessories;78,24;-44,60;175;EE.UU.;Puma;Black;S;Female
S000413;Pants;Clothing;340,51;-272,41;259;Mexico;Reebok;Black;L;Male
S000414;Football shoes;Footwear;113,02;-62,16;249;EE.UU.;Nike;Gray;XL;Male
S000415;Jacket;Clothing;363,44;-207,16;23;Mexico;Under Armour;Black;XL;Female
S000416;Towel;Accessories;158,55;-117,33;348;Uruguay;Nike;Red;S;Female
S000417;Towel;Accessories;406,17;-272,13;29;Japan;Nike;Green;M;Female
S000418;Sandals;Footwear;46,16;-26,31;102;Brazil;Under Armour;Green;S;Female
S000419;Yoga mat;Equipment;70,02;-47,61;369;Mexico;Puma;Blue;XL;Female
S000420;Leggings;Clothing;478,40;-330,10;433;Uruguay;Under Armour;Green;M;Female
S000421;Foam Roller;Equipment;160,20;-105,73;182;Spain;Under Armour;White;M;Male
S000422;Jacket;Clothing;240,64;-127,54;228;Mexico;Puma;Gray;S;Female
S000423;Bracelet;Accessories;379,05;-197,11;300;Japan;Nike;White;S;Female
S000424;Sunglasses;Accessories;88,68;-66,51;465;Germany;Nike;Green;S;Female
S000425;Foam Roller;Equipment;19,91;-10,55;234;Uruguay;Adidas;Blue;M;Male
S000426;Sneakers;Footwear;338,00;-233,22;279;EE.UU.;Puma;Blue;XL;Male
S000427;Yoga mat;Equipment;139,64;-110,32;348;Brazil;Reebok;Red;L;Female
S000428;T-shirt;Clothing;171,66;-128,75;264;Germany;Puma;Red;L;Female
S000429;Jump Rope;Equipment;473,61;-341,00;114;Brazil;Under Armour;Red;M;Female
S000430;Jump Rope;Equipment;260,51;-140,68;409;Uruguay;Puma;Black;S;Male
S000431;Jacket;Clothing;180,25;-104,55;438;Australia;Adidas;Red;XL;Male
S000432;Gloves;Accessories;388,48;-198,12;141;EE.UU.;Nike;Green;XL;Female
S000433;Leggings;Clothing;340,78;-265,81;234;EE.UU.;Puma;Black;M;Male
S000434;Foam Roller;Equipment;24,49;-12,73;89;EE.UU.;Puma;White;XL;Female
S000435;Boots;Footwear;243,97;-173,22;62;EE.UU.;Nike;Green;XL;Male
S000436;Cap;Accessories;371,93;-290,11;320;Spain;Under Armour;Blue;S;Female
S000437;Yoga mat;Equipment;419,99;-222,59;437;EE.UU.;Reebok;White;S;Male
S000438;Sandals;Footwear;94,50;-57,65;9;EE.UU.;Reebok;Black;XL;Female
S000439;Jacket;Clothing;478,12;-372,93;422;Australia;Nike;Gray;L;Male
S000440;Backpack;Accessories;203,30;-134,18;182;EE.UU.;Puma;White;L;Female
S000441;Sneakers;Footwear;469,55;-267,64;147;Germany;Nike;Blue;L;Male
S000442;Resitance bands;Equipment;36,89;-23,98;435;Spain;Puma;Red;L;Female
S000443;Yoga mat;Equipment;362,19;-239,05;47;Spain;Puma;Green;XL;Female
S000444;Weight Discs;Equipment;412,93;-272,53;472;Australia;Reebok;Red;XL;Male
S000445;Resitance bands;Equipment;254,28;-162,74;41;Japan;Puma;Blue;L;Male
S000446;Bracelet;Accessories;256,64;-184,78;301;Brazil;Reebok;Black;M;Male
S000447;Leggings;Clothing;466,27;-345,04;399;Japan;Nike;Blue;M;Male
S000448;Shorts;Clothing;431,36;-215,68;0;Spain;Reebok;White;XL;Female
S000449;Jump Rope;Equipment;305,09;-244,07;286;Brazil;Under Armour;Blue;L;Male
S000450;Foam Roller;Equipment;331,70;-195,70;254;EE.UU.;Under Armour;Black;M;Female
S000451;Balls;Equipment;165,11;-99,07;160;Germany;Nike;White;XL;Male
S000452;Yoga mat;Equipment;361,48;-267,50;435;Brazil;Under Armour;Blue;S;Female
S000453;Leggings;Clothing;368,80;-199,15;14;Brazil;Puma;Red;L;Female
S000454;Rackets;Equipment;379,87;-277,31;121;Germany;Adidas;Red;M;Female
S000455;Rackets;Equipment;333,69;-180,19;138;Australia;Puma;Red;M;Male
S000456;Pants;Clothing;497,76;-378,30;492;Uruguay;Adidas;Gray;M;Male
S000457;T-shirt;Clothing;468,72;-299,98;235;EE.UU.;Puma;Blue;S;Female
S000458;Towel;Accessories;334,48;-254,20;381;Spain;Nike;Green;XL;Male
S000459;Cap;Accessories;20,48;-15,77;105;Mexico;Reebok;Red;M;Female
S000460;Yoga mat;Equipment;261,09;-135,77;118;Mexico;Nike;Black;M;Male
S000461;Football shoes;Footwear;191,10;-107,02;220;Uruguay;Puma;White;M;Male
S000462;Coat;Clothing;122,83;-65,10;384;Spain;Puma;Gray;S;Male
S000463;Gloves;Accessories;71,79;-55,28;282;Mexico;Reebok;Gray;S;Male
S000464;Bracelet;Accessories;285,99;-177,31;441;Germany;Adidas;Black;S;Female
S000465;Balls;Equipment;427,70;-303,67;363;Brazil;Puma;White;XL;Male
S000466;Jump Rope;Equipment;441,86;-282,79;397;Brazil;Reebok;White;L;Female
S000467;Jump Rope;Equipment;157,09;-100,54;330;Japan;Puma;Green;M;Male
S000468;T-shirt;Clothing;436,24;-253,02;484;Japan;Nike;Blue;M;Female
S000469;Resitance bands;Equipment;290,73;-194,79;493;Uruguay;Under Armour;White;S;Female
S000470;Backpack;Accessories;410,92;-246,55;87;EE.UU.;Nike;Blue;XL;Female
S000471;Weight Discs;Equipment;240,19;-132,10;124;EE.UU.;Under Armour;Red;S;Female
S000472;Running shoes;Footwear;86,33;-61,29;1;Spain;Reebok;Gray;L;Female
S000473;Bracelet;Accessories;48,84;-24,91;476;Mexico;Adidas;Black;L;Male
S000474;Running shoes;Footwear;184,36;-138,27;370;Spain;Adidas;Red;S;Male
S000475;Jump Rope;Equipment;466,63;-265,98;357;Uruguay;Adidas;Green;M;Female
S000476;Jacket;Clothing;84,92;-65,39;363;Brazil;Reebok;Blue;L;Female
S000477;Cap;Accessories;94,37;-55,68;335;Uruguay;Nike;Green;L;Female
S000478;Sunglasses;Accessories;441,17;-300,00;385;Australia;Reebok;Gray;L;Male
S000479;Sandals;Footwear;494,14;-301,43;446;Spain;Nike;Black;M;Female
S000480;Cap;Accessories;431,14;-297,49;327;EE.UU.;Nike;Gray;S;Female
S000481;Shorts;Clothing;492,94;-349,99;324;EE.UU.;Under Armour;Black;XL;Female
S000482;Boots;Footwear;42,63;-27,28;305;Japan;Adidas;Gray;S;Male
S000483;Pants;Clothing;195,49;-101,65;492;Germany;Under Armour;White;XL;Female
S000484;Sandals;Footwear;189,57;-145,97;166;EE.UU.;Adidas;Red;L;Female
S000485;Belt;Accessories;366,33;-208,81;14;Mexico;Under Armour;Red;L;Female
S000486;Coat;Clothing;229,55;-158,39;142;Japan;Nike;Gray;XL;Male
S000487;Jacket;Clothing;417,16;-266,98;360;EE.UU.;Reebok;Red;L;Male
S000488;Balls;Equipment;54,43;-34,29;17;Japan;Puma;White;L;Female
S000489;Balls;Equipment;71,26;-54,87;312;Japan;Puma;White;L;Male
S000490;Running shoes;Footwear;246,27;-128,06;213;Mexico;Reebok;Red;XL;Female
S000491;T-shirt;Clothing;86,15;-68,06;396;Australia;Reebok;Green;S;Male
S000492;Balls;Equipment;119,62;-77,75;387;Australia;Reebok;White;M;Male
S000493;Belt;Accessories;183,98;-139,82;438;Uruguay;Nike;White;XL;Male
S000494;T-shirt;Clothing;469,06;-267,36;326;Australia;Adidas;Blue;S;Female
S000495;Boots;Footwear;399,10;-287,35;90;Uruguay;Reebok;Red;L;Female
S000496;Shorts;Clothing;421,10;-303,19;485;Mexico;Under Armour;Green;L;Male
S000497;Foam Roller;Equipment;51,63;-40,27;471;EE.UU.;Under Armour;Green;XL;Male
S000498;Sneakers;Footwear;158,38;-87,11;280;Australia;Under Armour;White;S;Female
S000499;Sandals;Footwear;28,22;-16,65;371;Spain;Puma;Black;L;Male
S000500;Foam Roller;Equipment;44,77;-26,86;214;Japan;Adidas;Red;L;Male
S000501;Weight Discs;Equipment;282,10;-155,16;348;EE.UU.;Nike;Blue;L;Female
S000502;Running shoes;Footwear;442,26;-336,12;453;Brazil;Adidas;White;S;Female
S000503;Sneakers;Footwear;450,98;-333,73;336;Japan;Nike;Black;M;Male
S000504;Running shoes;Footwear;14,60;-10,66;424;Germany;Reebok;Red;L;Female
S000505;Pants;Clothing;327,78;-232,72;166;Brazil;Adidas;Green;S;Female
S000506;Sneakers;Footwear;312,18;-227,89;469;EE.UU.;Nike;Red;M;Female
S000507;Belt;Accessories;79,65;-48,59;213;Mexico;Under Armour;Black;S;Male
S000508;Running shoes;Footwear;119,50;-94,41;450;Australia;Puma;Black;L;Male
S000509;Gloves;Accessories;254,23;-150,00;214;Australia;Under Armour;Green;L;Female
S000510;Bracelet;Accessories;119,18;-72,70;493;Brazil;Reebok;White;S;Male
S000511;Yoga mat;Equipment;37,91;-21,61;324;EE.UU.;Nike;Green;S;Female
S000512;Gloves;Accessories;331,77;-235,56;404;Mexico;Reebok;Blue;L;Female
S000513;Pants;Clothing;278,47;-208,85;69;Mexico;Reebok;Red;S;Female
S000514;Sandals;Footwear;285,13;-225,25;409;Uruguay;Under Armour;White;L;Male
S000515;Sandals;Footwear;74,24;-53,45;40;EE.UU.;Reebok;White;S;Female
S000516;Weight Discs;Equipment;346,73;-183,77;313;Brazil;Adidas;White;L;Male
S000517;Running shoes;Footwear;194,23;-104,88;201;Japan;Reebok;Black;M;Female
S000518;Rackets;Equipment;351,55;-239,05;158;Australia;Under Armour;Gray;S;Male
S000519;Sneakers;Footwear;350,01;-182,01;449;Spain;Puma;Blue;XL;Male
S000520;Weight Discs;Equipment;69,77;-42,56;91;Australia;Puma;Red;S;Male
S000521;Sandals;Footwear;113,92;-67,21;303;Mexico;Adidas;White;M;Male
S000522;Sandals;Footwear;116,08;-63,84;247;Mexico;Puma;Red;XL;Female
S000523;Football shoes;Footwear;405,31;-235,08;28;Spain;Reebok;White;S;Female
S000524;Jump Rope;Equipment;110,32;-59,57;100;Mexico;Nike;Gray;M;Male
S000525;Resitance bands;Equipment;350,94;-224,60;201;Japan;Reebok;Blue;M;Male
S000526;Boots;Footwear;40,23;-20,12;63;Australia;Under Armour;Black;S;Female
S000527;Weight Discs;Equipment;46,62;-23,78;209;Australia;Puma;Green;L;Female
S000528;Running shoes;Footwear;97,70;-59,60;40;Uruguay;Adidas;Black;XL;Male
S000529;Coat;Clothing;426,91;-239,07;199;Uruguay;Puma;Red;S;Female
S000530;Backpack;Accessories;465,27;-334,99;368;Japan;Adidas;Black;L;Male
S000531;Balls;Equipment;102,49;-61,49;489;Australia;Adidas;Black;S;Female
S000532;Jump Rope;Equipment;226,88;-127,05;375;EE.UU.;Reebok;White;L;Male
S000533;Bracelet;Accessories;162,09;-116,70;460;Germany;Under Armour;Green;S;Female
S000534;Boots;Footwear;488,93;-283,58;392;Japan;Reebok;White;M;Male
S000535;Boots;Footwear;95,79;-54,60;89;Spain;Under Armour;Gray;L;Male
S000536;Foam Roller;Equipment;364,04;-182,02;169;Uruguay;Reebok;Blue;M;Male
S000537;Sandals;Footwear;257,27;-172,37;343;Uruguay;Adidas;Blue;S;Male
S000538;Boots;Footwear;193,91;-141,55;407;Japan;Nike;Red;XL;Male
S000539;Sneakers;Footwear;243,39;-136,30;336;Brazil;Under Armour;White;S;Male
S000540;T-shirt;Clothing;26,27;-13,66;415;Japan;Adidas;Green;M;Male
S000541;Foam Roller;Equipment;62,90;-36,48;127;Japan;Under Armour;Green;XL;Male
S000542;Football shoes;Footwear;166,20;-108,03;104;Australia;Reebok;Black;S;Male
S000543;Towel;Accessories;449,67;-233,83;213;Japan;Puma;Black;L;Female
S000544;Gloves;Accessories;494,01;-385,33;0;Spain;Reebok;Green;M;Female
S000545;Coat;Clothing;71,89;-48,17;365;Mexico;Nike;Black;M;Female
S000546;Sneakers;Footwear;85,00;-45,90;416;Germany;Adidas;White;M;Male
S000547;Jump Rope;Equipment;107,24;-60,05;241;Brazil;Nike;White;M;Female
S000548;Jump Rope;Equipment;478,96;-383,17;341;Japan;Puma;Green;M;Male
S000549;T-shirt;Clothing;130,52;-97,89;418;Brazil;Adidas;Green;L;Male
S000550;Backpack;Accessories;78,64;-51,12;114;Brazil;Puma;Green;L;Male
S000551;Balls;Equipment;414,79;-236,43;137;Spain;Reebok;White;S;Female
S000552;Bracelet;Accessories;364,17;-225,79;215;Spain;Puma;Red;L;Female
S000553;Shorts;Clothing;238,34;-133,47;42;Japan;Nike;Red;L;Male
S000554;Running shoes;Footwear;257,83;-146,96;445;Japan;Nike;Black;S;Male
S000555;Rackets;Equipment;396,26;-202,09;260;Brazil;Adidas;White;M;Female
S000556;Cap;Accessories;23,84;-17,64;143;EE.UU.;Puma;Blue;XL;Female
S000557;Resitance bands;Equipment;237,77;-161,68;488;Uruguay;Adidas;Gray;M;Female
S000558;Running shoes;Footwear;203,53;-103,80;68;Uruguay;Nike;Black;L;Female
S000559;Leggings;Clothing;416,22;-253,89;57;Australia;Nike;Black;S;Male
S000560;T-shirt;Clothing;165,23;-130,53;62;Mexico;Under Armour;Blue;XL;Female
S000561;Bracelet;Accessories;305,19;-213,63;489;Spain;Nike;Gray;S;Female
S000562;Pants;Clothing;105,35;-71,64;401;EE.UU.;Reebok;Gray;M;Male
S000563;Resitance bands;Equipment;76,18;-43,42;443;Australia;Nike;Blue;L;Female
S000564;Backpack;Accessories;183,19;-91,60;430;Japan;Under Armour;Red;L;Male
S000565;Sandals;Footwear;174,89;-113,68;373;EE.UU.;Adidas;White;L;Female
S000566;Sneakers;Footwear;117,43;-64,59;459;Spain;Nike;Black;XL;Female
S000567;Jacket;Clothing;433,38;-238,36;441;Australia;Puma;White;L;Female
S000568;Leggings;Clothing;295,53;-198,01;161;Mexico;Under Armour;Gray;M;Male
S000569;Towel;Accessories;343,76;-189,07;81;Mexico;Nike;Gray;M;Male
S000570;Rackets;Equipment;458,83;-348,71;420;Australia;Under Armour;Gray;L;Female
S000571;Jacket;Clothing;10,99;-7,03;32;EE.UU.;Under Armour;Green;L;Male
S000572;Football shoes;Footwear;29,06;-17,44;230;Spain;Reebok;Blue;XL;Male
S000573;Sneakers;Footwear;166,06;-121,22;93;Uruguay;Nike;White;M;Female
S000574;T-shirt;Clothing;262,91;-191,92;352;Germany;Reebok;Gray;M;Female
S000575;Bracelet;Accessories;249,19;-129,58;88;Japan;Nike;Gray;S;Male
S000576;Cap;Accessories;88,03;-50,18;241;Uruguay;Adidas;Green;S;Female
S000577;Sneakers;Footwear;373,54;-272,68;489;EE.UU.;Reebok;Black;L;Male
S000578;Resitance bands;Equipment;205,32;-108,82;60;Brazil;Puma;Red;M;Male
S000579;Resitance bands;Equipment;360,21;-248,54;120;Uruguay;Adidas;Red;M;Female
S000580;Jump Rope;Equipment;36,13;-24,93;4;EE.UU.;Reebok;Blue;XL;Male
S000581;Gloves;Accessories;252,62;-189,47;405;Germany;Nike;Black;L;Female
S000582;Pants;Clothing;317,89;-203,45;423;EE.UU.;Reebok;Blue;L;Female
S000583;Gloves;Accessories;378,51;-193,04;46;Spain;Under Armour;Red;M;Male
S000584;Bracelet;Accessories;151,18;-104,31;193;Brazil;Adidas;Red;M;Male
S000585;Gloves;Accessories;276,30;-179,60;132;Germany;Nike;Gray;M;Male
S000586;Foam Roller;Equipment;211,39;-133,18;427;EE.UU.;Adidas;Red;M;Male
S000587;Pants;Clothing;379,17;-288,17;174;Japan;Puma;Black;L;Male
S000588;Football shoes;Footwear;406,66;-264,33;428;Australia;Adidas;Gray;S;Female
S000589;Sunglasses;Accessories;77,69;-55,16;268;Uruguay;Adidas;Blue;L;Female
S000590;Jacket;Clothing;321,95;-257,56;75;Australia;Reebok;Gray;S;Female
S000591;Sunglasses;Accessories;301,77;-178,04;23;Australia;Under Armour;White;S;Male
S000592;Sandals;Footwear;121,77;-68,19;117;Spain;Puma;Gray;M;Male
S000593;Jump Rope;Equipment;90,59;-48,01;124;EE.UU.;Reebok;Blue;L;Male
S000594;Boots;Footwear;409,57;-274,41;231;Germany;Adidas;Green;L;Female
S000595;Leggings;Clothing;134,35;-68,52;92;Australia;Reebok;Red;XL;Female
S000596;Coat;Clothing;367,61;-231,59;459;Uruguay;Puma;Blue;L;Male
S000597;Boots;Footwear;463,01;-245,40;244;Brazil;Reebok;Green;L;Female
S000598;Towel;Accessories;200,31;-112,17;44;Germany;Puma;Green;S;Female
S000599;Gloves;Accessories;71,22;-41,31;49;EE.UU.;Adidas;Green;XL;Female
S000600;Pants;Clothing;244,14;-166,02;174;Australia;Puma;Red;M;Male
S000601;Gloves;Accessories;206,33;-163,00;438;Australia;Nike;Blue;XL;Male
S000602;Coat;Clothing;405,13;-271,44;278;Brazil;Nike;Black;L;Male
S000603;Resitance bands;Equipment;36,24;-19,57;114;Mexico;Puma;Black;S;Male
S000604;Cap;Accessories;368,75;-206,50;302;Germany;Nike;Green;S;Male
S000605;Sandals;Footwear;65,49;-36,02;241;Mexico;Adidas;Black;XL;Male
S000606;Sneakers;Footwear;283,98;-221,50;3;EE.UU.;Puma;White;L;Female
S000607;Bracelet;Accessories;82,99;-55,60;43;Brazil;Reebok;Red;L;Male
S000608;Sunglasses;Accessories;46,50;-29,30;427;Australia;Adidas;Red;XL;Male
S000609;Belt;Accessories;463,39;-231,70;112;Germany;Reebok;Black;L;Male
S000610;Running shoes;Footwear;303,06;-209,11;82;Brazil;Reebok;Green;L;Female
S000611;Sandals;Footwear;24,19;-14,51;155;Mexico;Puma;Red;L;Male
S000612;Coat;Clothing;19,14;-12,82;87;Uruguay;Under Armour;Green;S;Male
S000613;Boots;Footwear;334,86;-231,05;102;Germany;Under Armour;Red;XL;Female
S000614;Coat;Clothing;103,49;-55,88;342;Japan;Puma;Green;M;Male
S000615;Bracelet;Accessories;408,02;-216,25;299;Spain;Reebok;Gray;M;Male
S000616;Weight Discs;Equipment;381,30;-244,03;66;Mexico;Adidas;Blue;M;Male
S000617;Foam Roller;Equipment;497,84;-368,40;364;Spain;Reebok;Red;L;Male
S000618;Jump Rope;Equipment;27,29;-16,65;260;Australia;Nike;Black;S;Female
S000619;Sneakers;Footwear;34,35;-25,42;469;Spain;Puma;White;M;Female
S000620;Jump Rope;Equipment;449,79;-341,84;109;Brazil;Reebok;Gray;S;Male
S000621;Sneakers;Footwear;318,16;-178,17;402;Mexico;Adidas;White;L;Male
S000622;Yoga mat;Equipment;112,28;-75,23;149;Spain;Reebok;Red;S;Female
S000623;Belt;Accessories;271,26;-165,47;463;Japan;Nike;Gray;S;Female
S000624;Balls;Equipment;433,89;-282,03;451;Uruguay;Under Armour;Gray;S;Female
S000625;Sunglasses;Accessories;177,94;-129,90;204;Mexico;Reebok;White;S;Male
S000626;Sneakers;Footwear;183,00;-126,27;95;Spain;Puma;Black;M;Female
S000627;Balls;Equipment;183,23;-100,78;40;Japan;Puma;Green;XL;Male
S000628;Shorts;Clothing;169,38;-84,69;10;Germany;Nike;Red;S;Female
S000629;Rackets;Equipment;235,10;-185,73;227;Uruguay;Under Armour;White;L;Male
S000630;Cap;Accessories;433,07;-251,18;274;Australia;Reebok;Blue;XL;Female
S000631;Sneakers;Footwear;104,89;-79,72;118;Uruguay;Puma;Red;L;Male
S000632;Pants;Clothing;206,02;-138,03;81;Japan;Adidas;Red;S;Female
S000633;Yoga mat;Equipment;72,53;-43,52;233;Japan;Nike;Gray;XL;Male
S000634;Sandals;Footwear;273,10;-161,13;488;EE.UU.;Reebok;Red;XL;Male
S000635;Leggings;Clothing;138,35;-81,63;350;EE.UU.;Adidas;Gray;XL;Male
S000636;Leggings;Clothing;190,72;-135,41;239;Mexico;Puma;Green;XL;Male
S000637;Backpack;Accessories;31,88;-16,58;494;Japan;Under Armour;Black;L;Female
S000638;Resitance bands;Equipment;19,63;-12,96;481;Spain;Nike;Blue;S;Female
